Word,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
considered,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,0.002050423796316244,0.004962530759255278,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
absolutely_no_emergency,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,0.0008411194235270935,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
alisha,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0002808228251881497,2.2144162638940886e-05,2.920853476246884e-05
williams,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,0.0007690116066372872,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
collected_data,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.001412270889904719,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
alisha_williams,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,0.0007690116066372872,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
abuse,0.010061223882939112,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,0.0010312595532458097,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
child_abuse,0.004588997553415978,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,0.0021442781035384936,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
back,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,0.001232836826502486,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,0.0009835006257830209,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0027308385052923767,2.2144162638940886e-05,2.920853476246884e-05
prevail,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.0027812977141242934,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
remove,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0054301432218034065,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0008252707541002002,2.2144162638940886e-05,2.920853476246884e-05
period,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,0.0006373938503724795,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,0.00044461560654045196,2.9074112351899868e-05,1.435502223905932e-05,0.0038197343631164774,2.2144162638940886e-05,2.920853476246884e-05
carries,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,0.0021252733785631643,2.920853476246884e-05
examine,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,0.0008411194235270935,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
closely,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
top,2.88089454800339e-05,0.004094272844841254,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0002808228251881497,2.2144162638940886e-05,2.920853476246884e-05
tier,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
scientists,2.88089454800339e-05,0.005444810447015885,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
sweeping,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
job,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,0.002050423796316244,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,0.0007690116066372872,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0002808228251881497,2.2144162638940886e-05,2.920853476246884e-05
top-tier_scientists,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,0.000723187234613682,2.920853476246884e-05
sweeping_mandates,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
injections,2.88089454800339e-05,4.266003831735725e-05,0.007251160028976397,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.004150324538343868,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,0.0008845985665694703,2.9074112351899868e-05,0.0031955284705081485,8.598860732124434e-06,0.0028263164505379053,2.920853476246884e-05
attached,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.002736344171275025,0.0025067527712788894,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
director,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
grins,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.00046880837199178636,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
reveals-14,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
students,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.00947084179759598,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
single,0.002764922110241601,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0054301432218034065,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
experimental_injections,2.88089454800339e-05,4.266003831735725e-05,0.0007456652018353323,6.456371781849315e-06,0.0018731472529104221,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
assess,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,0.0009495065247417996,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
input,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,0.00021085311423528879,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
long-term_efficacy,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,0.0002808228251881497,2.2144162638940886e-05,2.920853476246884e-05
demographic,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.0027812977141242934,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.0009232617217445134,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
society,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,0.0060132929212263556,0.0010888088427602896,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
wicked,0.0009408466670672228,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
agenda,2.88089454800339e-05,0.006795348049190517,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,0.0006590829264213773,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,0.0009538965110761003
nations,0.0009408466670672228,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
stake,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.001412270889904719,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
tolerate,0.002764922110241601,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
campaign,0.002764922110241601,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
thismaddness,0.0009408466670672228,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
wicked_agenda,2.88089454800339e-05,0.0013931976404919892,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
bio_weapon,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,0.004150324538343868,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
murderous_campaign,0.0009408466670672228,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
precious,2.88089454800339e-05,4.266003831735725e-05,0.007251160028976397,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.0009232617217445134,8.598860732124434e-06,2.2144162638940886e-05,0.0009538965110761003
ruin,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.0009232617217445134,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
precious_young_lives,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.00046880837199178636,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
infected_covid,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.00046880837199178636,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
young_lives,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,0.00046880837199178636,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
friend,2.88089454800339e-05,4.266003831735725e-05,0.0021913307189777914,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
hospital,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,0.0006590829264213773,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
rendesamere,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,0.0003346652270597336,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
neglect,2.88089454800339e-05,4.266003831735725e-05,0.0014684979604065618,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
nurses,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,0.0006590829264213773,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
related,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,0.002200007059329305,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,0.0042552166250949,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
terminate,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
farce,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.002736344171275025,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
heil,2.88089454800339e-05,4.266003831735725e-05,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,0.0013894446460108335,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
fauci,0.004588997553415978,0.004094272844841254,2.2832443264102775e-05,6.456371781849315e-06,1.9517149103508115e-05,3.4206064779861906e-05,4.254512074664245e-05,3.897539660968391e-05,4.324406568514422e-05,1.0247527698090005e-05,4.7114093122122064e-05,3.333958198208594e-05,2.5755273906771714e-05,2.3547315651535346e-05,4.632646511433493e-06,2.9074112351899868e-05,1.435502223905932e-05,8.598860732124434e-06,2.2144162638940886e-05,2.920853476246884e-05
