Word,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
pharm,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,0.0026486268166574446,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
low_severity,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,0.0013390711218117725,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
side_effect_profile,9.886966502113124e-06,0.000343408248928459,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
robert_drewett,9.886966502113124e-06,0.000343408248928459,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
immunities,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,0.0012852794004317885,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.001283599917605644,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
appalling,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,0.0014470885778302667,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
coming,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,0.0029847778389006548,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,0.003599207717370615
low_risk_children,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,0.0013532483545254477,2.0166558844903218e-05
experimental_injection,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,0.014191680810530963,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
humanity_trials,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,0.0014470885778302667,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
spreading,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,0.0038271927386458915,4.312617329123663e-05,6.916584307154886e-06,0.00011847801996669055,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,0.002323107307412381,3.8684890294664926e-05,2.9827917520131538e-05,0.004493968007002043
general,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,0.0015090196112035141,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.005049521431310403,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,0.0009149268484763312
population,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,0.008109876633775524,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,0.0223891737996306
forcing,0.002641907157664108,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,0.014491114506262092,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,0.001740609873367375,2.9749176184637896e-05,2.4561974778194683e-05,0.0039019741345634774,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,0.0013532483545254477,2.0166558844903218e-05
acquiring,9.886966502113124e-06,0.0010150861317772502,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
extremely_low_risk,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,0.01075729003442204
long_term_studies,0.02501407878254107,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
general_population,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.001283599917605644,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,0.0009149268484763312
medical_treatment,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,0.013769814295413766,2.9827917520131538e-05,2.0166558844903218e-05
substance,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,0.003455839346737084,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,0.0017550760659345523,2.9827917520131538e-05,2.0166558844903218e-05
hospitalized,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,0.0026486268166574446,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,0.0009275523296803702,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
absurd,9.886966502113124e-06,0.0020226029560504372,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,0.0031917144040923655,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,0.002611014853578313,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
exposing,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.0025389070888405633,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
school_children_ages,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,0.001174497625962893,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
experimental_substance,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,0.0023124827471262444,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
left,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,0.002768823820426802,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
safer,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,0.00023434458092388229,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.003794214260075483,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
safer_option,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.001283599917605644,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
feel,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,0.0054596125084393834,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,0.005086640122146396,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,0.0033825809840089456,0.0022040761171961414,2.9749176184637896e-05,0.0011143403467591766,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
unjustified,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,0.0011143403467591766,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
minuscule,9.886966502113124e-06,0.0016867640146260416,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
rationale,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,0.0011691261475154052,3.326138350637319e-05,1.4322731324736963e-05,0.0019565704848136484,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
unconscionable-,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,0.0011691261475154052,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
ashamed,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,0.0037205158006478065,2.9515426966100528e-05,0.0010611453377816057,5.668384616656473e-05,2.576954790456601e-05,0.0015090196112035141,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,0.001283599917605644,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
death_rate,9.886966502113124e-06,0.003030119780323625,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,0.0013461224108883257,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
exposed,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,0.0052121688271707526,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,0.0009275523296803702,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
adequate,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,0.001847011709310301,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,0.008966516195623962,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
placebo,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,4.1460205605267715e-05,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,0.004508378039573071,0.001174497625962893,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
unblinded,9.886966502113124e-06,7.569307504063367e-06,3.345889244966208e-05,3.0350074332401233e-05,4.0711309745759475e-05,0.0018809880031265371,2.9515426966100528e-05,2.338946543431888e-05,5.668384616656473e-05,2.576954790456601e-05,3.326138350637319e-05,1.4322731324736963e-05,4.312617329123663e-05,6.916584307154886e-06,2.611459009498827e-06,2.9749176184637896e-05,2.4561974778194683e-05,2.9096291607985128e-05,2.579904541340308e-05,3.189631718339101e-05,2.967084948576048e-05,2.8292746370724522e-05,5.0464862852803215e-05,3.422091772327306e-05,2.7069449312369413e-05,5.023988352217926e-05,2.588794451340505e-05,3.8684890294664926e-05,2.9827917520131538e-05,2.0166558844903218e-05
