Word,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
parents,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.0033094453579862564,2.319107429487962e-05,0.04186074882401607
final,2.2534498470744995e-05,7.675263631602553e-06,0.0002544113451727036,2.935910935103417e-05,0.0005395767392772483,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
outcome,2.2534498470744995e-05,7.675263631602553e-06,0.0002544113451727036,0.0005146983515320145,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.00040416328819397045,2.319107429487962e-05,1.3393795945639651e-05
effects,2.2534498470744995e-05,7.675263631602553e-06,0.07414341682392936,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
originally,2.2534498470744995e-05,7.675263631602553e-06,0.0002544113451727036,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
reported,2.2534498470744995e-05,0.0011496022652192734,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.00424031228119809,1.3393795945639651e-05
exempt,0.00039505521359027855,7.675263631602553e-06,0.0004943107136102251,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
happened,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.0015571738034987185,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,0.0008990521034180296
change,2.2534498470744995e-05,0.00026143681953997384,0.0002544113451727036,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
final_say,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,0.0004562229496818346
young_children,2.2534498470744995e-05,0.00914309127633297,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
long-term_effects,2.2534498470744995e-05,7.675263631602553e-06,0.004092801240173049,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
horrible,0.003375220934546547,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
alternative,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,0.0008211863458293702,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
medicine,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,0.003918565287012203,7.98846049502235e-06,2.319107429487962e-05,0.0008990521034180296
works,2.2534498470744995e-05,0.00026143681953997384,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,0.0015955310811250783,7.98846049502235e-06,2.319107429487962e-05,0.000677637526549932
asap,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,0.002369875816420786,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
alternative_medicine,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,0.0008211863458293702,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
stay,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.0015571738034987185,3.782129949636918e-05,0.0008211863458293702,7.98846049502235e-06,2.319107429487962e-05,0.002670368718362809
kids,2.2534498470744995e-05,0.01700969950949248,1.4511976735181967e-05,2.935910935103417e-05,0.01783872683104224,3.782129949636918e-05,4.684161053366233e-05,0.01968467156954278,0.011524430729485453,0.01130553721621861
politicians,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.0010483752713879835,3.782129949636918e-05,0.0008211863458293702,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
start,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.005627562060384599,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.0019400643501599755,1.3393795945639651e-05
fucking,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.0010483752713879835,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
war,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.003592367931941659,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
blood,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.004101166464052394,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.006540560212236205,1.3393795945639651e-05
fucking_war,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.0005395767392772483,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
vulnerable,2.2534498470744995e-05,7.675263631602553e-06,0.0016938075557978332,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.00424031228119809,1.3393795945639651e-05
make,2.2534498470744995e-05,0.0025452908227153155,1.4511976735181967e-05,0.0005146983515320145,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,0.021047778598414897
decision,2.2534498470744995e-05,7.675263631602553e-06,0.0028933043979854412,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.00014004673639467173,2.319107429487962e-05,0.014183926715503878
mrna,0.0022576587891879464,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0031639653211679797,4.684161053366233e-05,0.0025170957025883603,0.0023234390053329945,1.3393795945639651e-05
technology,0.00039505521359027855,7.675263631602553e-06,0.0009741094504852685,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
proven,2.2534498470744995e-05,0.0035603370463488005,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.003441503633885906,2.319107429487962e-05,1.3393795945639651e-05
harmful,2.2534498470744995e-05,0.00026143681953997384,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.00264915397848801,2.319107429487962e-05,1.3393795945639651e-05
deadly,0.00263017950430748,7.675263631602553e-06,0.0002544113451727036,2.935910935103417e-05,3.077820716651322e-05,0.0019135077124993354,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
adult,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0012882789081650134,4.684161053366233e-05,7.98846049502235e-06,0.0023234390053329945,0.0002348083728137371
teen,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0019135077124993354,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
consumption,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,0.0002721050122943211,2.319107429487962e-05,1.3393795945639651e-05
carry,2.2534498470744995e-05,0.0008958407093109021,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
plans,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
innoculate,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
cocktail,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
poison,0.007100428085741883,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.005627562060384599,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
unconscionable,2.2534498470744995e-05,0.0008958407093109021,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0025387365168336577,0.0015955310811250783,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
mrna_technology,0.00039505521359027855,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
deadly_poison,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,0.0006630501038306912,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
sick,2.2534498470744995e-05,0.0021646484888527585,1.4511976735181967e-05,2.935910935103417e-05,0.005627562060384599,3.782129949636918e-05,4.684161053366233e-05,0.000932396391792568,2.319107429487962e-05,1.3393795945639651e-05
hell,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,0.005627562060384599,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
ca,2.2534498470744995e-05,7.675263631602553e-06,0.0031332037664229626,2.935910935103417e-05,0.003592367931941659,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.0011733150398139372,1.3393795945639651e-05
nt,0.00039505521359027855,0.00026143681953997384,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.002706813660506014,0.0008990521034180296
wait,2.2534498470744995e-05,7.675263631602553e-06,0.002173606292672876,0.0010000375937129946,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,2.319107429487962e-05,1.3393795945639651e-05
till,2.2534498470744995e-05,7.675263631602553e-06,1.4511976735181967e-05,2.935910935103417e-05,3.077820716651322e-05,3.782129949636918e-05,4.684161053366233e-05,7.98846049502235e-06,0.0011733150398139372,1.3393795945639651e-05
